symbol,window,trade_id,direction,outcome,net_pnl,realized_r,consec_loss,in_streak_ge_n,same_side_run,same_side_loss_run,atr_pct,channel_atr,breakout_atr,adx,bars_held,bars_since_prev_exit
ETHUSDT,2024-2026,223,BUY,sl,-180.5968,-1.0000,1,1,1,1,0.014659,3.7497,0.0046,11.4329,6.00,58.00
ETHUSDT,2024-2026,224,SELL,sl,-178.9915,-1.0000,2,1,1,1,0.014453,3.6408,0.2481,17.4986,19.00,4.00
ETHUSDT,2024-2026,225,SELL,sl,-177.4144,-1.0000,3,1,2,2,0.013925,3.9470,1.8769,28.7469,3.00,10.00
ETHUSDT,2024-2026,226,BUY,sl,-180.0389,-1.0000,4,1,1,1,0.008812,4.4398,0.4762,17.1694,9.00,28.00
ETHUSDT,2024-2026,228,BUY,time,-127.7490,-0.7269,5,1,2,2,0.014851,3.8564,0.1101,15.5953,24.00,25.00
ETHUSDT,2024-2026,229,SELL,sl,-174.6618,-1.0000,6,1,1,1,0.010683,3.5462,0.5507,23.1969,18.00,5.00
ETHUSDT,2024-2026,230,BUY,sl,-170.3535,-1.0000,7,1,1,1,0.013796,3.9283,1.3168,22.6611,7.00,10.00
ETHUSDT,2024-2026,231,BUY,sl,-173.3091,-1.0000,8,1,2,2,0.008570,5.6631,1.1181,23.3128,1.00,36.00
ETHUSDT,2024-2026,232,BUY,sl,-172.2632,-1.0000,9,1,3,3,0.008037,4.0790,0.2645,29.2182,8.00,63.00
ETHUSDT,2024-2026,233,SELL,sl,-166.5030,-1.0000,10,1,1,1,0.011655,6.4311,0.5457,15.2844,9.00,23.00
ETHUSDT,2024-2026,234,BUY,sl,-168.1068,-1.0000,11,1,1,1,0.008353,5.1827,0.2201,11.4119,12.00,25.00
ETHUSDT,2024-2026,235,BUY,sl,-166.3818,-1.0000,12,1,2,2,0.008293,2.7481,0.5079,27.5741,5.00,19.00
ETHUSDT,2024-2026,236,SELL,time,-125.1816,-0.7723,13,1,1,1,0.013686,4.6559,0.0648,33.6816,16.00,3.00
ETHUSDT,2024-2026,237,BUY,sl,-164.2577,-1.0000,14,1,1,1,0.007648,6.1121,1.2556,25.1598,3.00,22.00
ETHUSDT,2024-2026,238,SELL,time,1678.0501,11.2821,0,0,1,0,0.010345,3.9805,0.9719,25.7381,150.00,17.00
ETHUSDT,2024-2026,239,BUY,sl,-173.1826,-1.0000,1,1,1,1,0.015905,3.8361,3.8814,15.5187,13.00,7.00
ETHUSDT,2024-2026,240,SELL,time,-150.6854,-0.8855,2,1,1,1,0.022396,8.0110,1.3155,28.9564,24.00,14.00
ETHUSDT,2024-2026,241,BUY,sl,-168.5454,-1.0000,3,1,1,1,0.019516,5.3392,0.2858,24.3080,4.00,14.00
ETHUSDT,2024-2026,242,BUY,sl,-169.2912,-1.0000,4,1,2,2,0.013447,4.5695,0.0967,26.6449,8.00,15.00
ETHUSDT,2024-2026,244,SELL,sl,-171.6849,-1.0000,5,1,1,1,0.008900,5.7809,1.1843,21.3367,19.00,73.00
ETHUSDT,2024-2026,245,SELL,time,-10.5760,-0.0343,6,1,2,2,0.020448,4.1506,1.8407,31.2379,93.00,9.00
ETHUSDT,2024-2026,246,BUY,sl,-175.7854,-1.0000,7,1,1,1,0.005832,4.0185,0.1204,18.5800,2.00,31.00
ETHUSDT,2024-2026,247,SELL,sl,-174.0870,-1.0000,8,1,1,1,0.005798,4.0219,0.4466,14.5144,26.00,10.00
ETHUSDT,2024-2026,248,BUY,sl,-165.9247,-1.0000,9,1,1,1,0.008811,4.5812,0.5551,18.0341,4.00,7.00
ETHUSDT,2024-2026,249,SELL,sl,-166.3402,-1.0000,10,1,1,1,0.007485,4.7493,0.4101,20.6879,5.00,15.00
ETHUSDT,2024-2026,250,BUY,time,47.6161,0.4038,0,0,1,0,0.007555,5.1459,1.6420,30.5758,24.00,16.00
ETHUSDT,2024-2026,251,SELL,sl,-166.0279,-1.0000,1,0,1,1,0.006977,5.1596,0.4426,21.6101,3.00,26.00
ETHUSDT,2024-2026,252,BUY,sl,-166.9388,-1.0000,2,0,1,1,0.005808,4.8357,0.0587,18.0349,13.00,18.00
ETHUSDT,2024-2026,253,BUY,sl,-168.1670,-1.0000,3,0,2,2,0.004916,4.4560,0.1722,17.9078,1.00,5.00
ETHUSDT,2024-2026,254,BUY,time,150.5591,1.1203,0,0,3,0,0.007266,3.1442,1.2736,17.1228,21.00,24.00
